FID,Document,HoCo ID,Name,Address,Tax Map,Block,Parcel,Lot,Building Name,Common Name,Location,Survey Year,Comments,geom
Historic_Sites_View.fid-e93e948_15090ed509b_-1acb,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-763.pdf"" TARGET=""NEW"">Click Here </a>",763,unnamed,3600 Fells Lane,25,7,113,0,Unnamed,House,Ellicott City,UNK,NO FORM,POINT (1368120.21 584736.615)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aca,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-764.pdf"" TARGET=""NEW"">Click Here </a>",764,unnamed,3782 Old Columbia Pike,25,7,128,0,Unnamed,House,Ellicott City,UNK,NO FORM,POINT (1369021.2899999998 582610.5)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-765.pdf"" TARGET=""NEW"">Click Here </a>",765,unnamed,,15,11,0,0,Unnamed,House,,UNK,NO FORM,POINT (1325380.02 595511.3099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-767.pdf"" TARGET=""NEW"">Click Here </a>",767,Enchanted Forest,10040 Route 40,24,2,454,0,The Enchanted Forest,,Ellicott City,2004,Behind shopping center; many artifacts moved to Clark's Eliok Farm (Toute 108),POINT (1352377.2 587646.015)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-769.pdf"" TARGET=""NEW"">Click Here </a>",769,unnamed,8957 Frederick Rd,24,11,822,0,Unnamed,House,Ellicott City,UNK,NO FORM,POINT (1362858.42 584557.455)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-771.pdf"" TARGET=""NEW"">Click Here </a>",771,unnamed,13800 Russell Zepp Dr,34,3,7,18,Unnamed,House,Clarksville,UNK,NO FORM,POINT (1318624.95 562586.625)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-770.pdf"" TARGET=""NEW"">Click Here </a>",770,Killarney,10375 Cavey Ln,11,13,16,0,Killarney,Good Fellowship; Cavey Farm,Woodstock,2003,,POINT (1349196.15 603967.47)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-772.pdf"" TARGET=""NEW"">Click Here </a>",772,unnamed,8064 Washington Blvd,43,14,260,0,Cedar Motel/Triper Lodge,,Jessup,UNK,NO FORM,POINT (1371786.39 546423.6599999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-773.pdf"" TARGET=""NEW"">Click Here </a>",773,unnamed,8040 Washington Blvd,43,14,491,2,Commercial structure,,Jessup,UNK,NO FORM,POINT (1371621.0599999998 546178.995)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-774.pdf"" TARGET=""NEW"">Click Here </a>",774,unnamed,8104 Washington Blvd,43,14,487,0,Unnamed,House,Jessup,UNK,NO FORM,POINT (1371413.2799999998 545762.5499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-784.pdf"" TARGET=""NEW"">Click Here </a>",784,Elkridge Landing Survey D,,38,4,0,0,Elkridge Landing Survey District,,Elkridge,2003,Includes 67 buildings,POINT (1394967.2999999998 564001.62)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ac0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-785.pdf"" TARGET=""NEW"">Click Here </a>",785,Levering Ave Survey Dist,5471-5590 Levering Ave,32,21,0,0,Levering Avenue Survey District,,Elkridge,2003,,POINT (1393403.64 566110.74)
Historic_Sites_View.fid-e93e948_15090ed509b_-1abf,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-786.pdf"" TARGET=""NEW"">Click Here </a>",786,Anderson P.O and dwelling,6480 Anderson Ave,38,14,649,0,Anderson Post Office and Dwelling,Cugle House,Hanover,2003,Old village of Anderson/Hanoverville,POINT (1389841.5899999999 556029.765)
Historic_Sites_View.fid-e93e948_15090ed509b_-1abe,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-787.pdf"" TARGET=""NEW"">Click Here </a>",787,Samuel Norris House,6611 Railroad Street,38,14,650,0,Samuel Norris House,,Hanover,2003,Old village of Anderson/Hanoverville,POINT (1389720.72 555984.105)
Historic_Sites_View.fid-e93e948_15090ed509b_-1abd,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-788.pdf"" TARGET=""NEW"">Click Here </a>",788,First Discovery,6270 Winters Ln,38,14,802,0,First Discovery,Winters House,Hanover,2003,,POINT (1389809.97 557235.48)
Historic_Sites_View.fid-e93e948_15090ed509b_-1abc,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-789.pdf"" TARGET=""NEW"">Click Here </a>",789,unnamed,6322 Winters Ln,38,14,987,0,Reilly-McNamara House,,Harwood Park,2007,Demo permit for SFD 4/4/2007 completed,POINT (1389965.97 557560.335)
Historic_Sites_View.fid-e93e948_15090ed509b_-1abb,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-791.pdf"" TARGET=""NEW"">Click Here </a>",791,Taylor House,6150 Hanover Rd,38,9,234,0,Taylor House,,Hanover,2003,,POINT (1391049.63 559204.1549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aba,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-792.pdf"" TARGET=""NEW"">Click Here </a>",792,unnamed,6470 Anderson Av,38,14,652,0,Unnamed,House,Hanover,2003,Old village of Anderson/Hanoverville,POINT (1389787.17 556168.77)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-793.pdf"" TARGET=""NEW"">Click Here </a>",793,Andersin Brick House,6449 Anderson Av,38,14,645,0,Anderson Brick House,,Hanover,2003,Old village of Anderson/Hanoverville,POINT (1389858.8699999999 556326.225)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-794.pdf"" TARGET=""NEW"">Click Here </a>",794,Matthews House,6280 Mound St,38,14,922,0,Matthews House,,Hanover,2003,Old village of Anderson/Hanoverville,POINT (1389438.3299999998 556292.85)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-795.pdf"" TARGET=""NEW"">Click Here </a>",795,Binder Farm,6771 Dorsey Rd,37,24,375,0,Bender/Binder Farm,,Dorsey,2008,,POINT (1381559.6099999999 552949.83)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-796.pdf"" TARGET=""NEW"">Click Here </a>",796,Thomas D. Bond House,9410 All Saints Rd,50,2,485,6,Bond-Webb House,Thomas D. Bond House,Laurel,2006,Demo permit for SFD and shed 2/27/2007 completed,POINT (1353029.3099999998 527497.83)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-797.pdf"" TARGET=""NEW"">Click Here </a>",797,Tutbury Gardeners Cottage,6450 Elibank Rd,32,20,8,0,Tutbury Gardeners Cottage,,Elkridge,2003,,POINT (1388577.8099999998 564937.74)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-798.pdf"" TARGET=""NEW"">Click Here </a>",798,Claremont,6051 Lawyers Hill Rd,38,3,0,0,Claremont,,Elkridge,2003,,POINT (1392784.41 564666.495)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-799.pdf"" TARGET=""NEW"">Click Here </a>",799,unnamed,9525 Baltimore Av,50,3,425,18,Unnamed,House,Laurel,2003,North Laurel subdivision,POINT (1357053.24 526211.6549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-800.pdf"" TARGET=""NEW"">Click Here </a>",800,Mt. Moriah Lodge #7,Guilford Rd,48,7,116,0,Mount Moriah Lodge No. 7,,Annap Junction,2003,Next to Asbury Methodist Church,POINT (1367177.01 536004.6749999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-801.pdf"" TARGET=""NEW"">Click Here </a>",801,Joseph Travers House,9309 Whiskey Bottom Rd,47,22,191,0,Joseph Travers House,,Laurel,2003,,POINT (1358891.3399999999 528758.01)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ab0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-802.pdf"" TARGET=""NEW"">Click Here </a>",802,Stone boundary wall fragm,Hale Ct,31,5,0,0,Stone boundary wall fragment,,Ellicott City,2004,"On parcel to be developed, not associated w/house",POINT (1378920.21 574333.7849999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aaf,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,,6042 Old Washington Rd,38,3,678,0,Old Washington Road Survey District,,Elkridge,2003,"101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",POINT (1391965.2899999998 562590.135)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aae,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-804.pdf"" TARGET=""NEW"">Click Here </a>",804,George Hobbs House & Stor,6165 Old Washington Rd,38,9,669,0,George Hobbs House & Store,,Elkridge,2003,,POINT (1391399.3099999998 561400.215)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aad,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-805.pdf"" TARGET=""NEW"">Click Here </a>",805,Hobbs House,6181 Old Washington Rd,38,9,656,0,Hobbs House,,Elkridge,2003,,POINT (1391309.76 561334.065)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aac,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-806.pdf"" TARGET=""NEW"">Click Here </a>",806,Old Elkridge School House,6317 Old Washington Rd,38,8,519,0,Old Elkridge School House,,Elkridge,2002,,POINT (1389742.3199999998 560424.495)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aab,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-807.pdf"" TARGET=""NEW"">Click Here </a>",807,Hartke Double House,6301 Old Washington Rd,38,8,195,0,Hartke Double House,,Elkridge,2003,,POINT (1389964.74 560498.5349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aaa,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-808.pdf"" TARGET=""NEW"">Click Here </a>",808,unnamed,6415 Loudon Av,38,13,873,31,Unnamed,House,Elkridge,2003,"Harwood Park, lots 31-33",POINT (1387307.22 556342.2899999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-809.pdf"" TARGET=""NEW"">Click Here </a>",809,unnamed,6615 Highland Ave,38,13,873,279,Unnamed,House,Elkridge,2003,"Harwood Park, lots 277-282",POINT (1386587.5799999998 556869.0599999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-810.pdf"" TARGET=""NEW"">Click Here </a>",810,unnamed,6615 Highland Ave,38,13,873,0,Hopkins-Roberts-Hood House,,Elkridge,2006,"Demo permit for SFD 4/28/206 completed; Harwood Park, lots 550-557; see 898",POINT (1386067.26 556716.585)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-811.pdf"" TARGET=""NEW"">Click Here </a>",811,unnamed,6443 Harthorn Ave,38,19,873,933,Unnamed,House,Elkridge,2003,"Harwood Park, lots 933-935",POINT (1386304.6199999999 555251.565)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-812.pdf"" TARGET=""NEW"">Click Here </a>",812,unnamed,6754 Athol Ave,38,19,873,900,Unnamed,House,Elkridge,2003,"Harwood Park, lots 900-903",POINT (1386445.38 555372.4349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-813.pdf"" TARGET=""NEW"">Click Here </a>",813,unnamed,7011 Lennox Ave,43,6,303,0,Unnamed,House,Elkridge,2003,Lennox Park,POINT (1382810.13 550497.72)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-814.pdf"" TARGET=""NEW"">Click Here </a>",814,unnamed,7024 Cedar Ave,43,6,306,0,Unnamed,House,Elkridge,2003,Lennox Park,POINT (1383031.95 550555.6649999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-815.pdf"" TARGET=""NEW"">Click Here </a>",815,unnamed,7032 Cedar Ave,43,6,307,0,Unnamed,House,Elkridge,2003,Lennox Park,POINT (1382963.76 550412.565)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-816.pdf"" TARGET=""NEW"">Click Here </a>",816,unnamed,6901 Linden Ave,43,21,612,0,Unnamed,House,Elkridge,2003,Lennox Park,POINT (1383570.72 550255.71)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-817.pdf"" TARGET=""NEW"">Click Here </a>",817,unnamed,6909 Linden Ave,43,6,311,237,Unnamed,House,Elkridge,2003,Lennox Park,POINT (1383506.91 550312.485)
Historic_Sites_View.fid-e93e948_15090ed509b_-1aa0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-824.pdf"" TARGET=""NEW"">Click Here </a>",824,Buncke Property,8402 Washington Blvd,43,19,526,0,The Joseph and Irene Buncke Property,,Laurel,2004,Eastern Stair and Woodwork,POINT (1368366.27 541053.495)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a9f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-825.pdf"" TARGET=""NEW"">Click Here </a>",825,Bucheck Property,8211 Washington Blvd,43,14,226,0,The Michael Bucheck Property,,Jessup,2004,Cherry Hill Construction,POINT (1370688.99 543833.1)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a9e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-826.pdf"" TARGET=""NEW"">Click Here </a>",826,Fleming Property,8205 Washington Blvd,43,14,222,0,The Edwin D. and Margie P. Fleming Property,,Jessup,2004,Maple Park Trailer Park,POINT (1370753.97 544283.205)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a9d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-827.pdf"" TARGET=""NEW"">Click Here </a>",827,Green Property,8126 Washington Blvd,43,14,214,0,The (Charles E.) Green Property,,Jessup,2004,Demo permit SFD & The Log Cabin Restaurant 9/18 & 9/19/2007 completed,POINT (1371165.1199999999 545507.94)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a9c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-828.pdf"" TARGET=""NEW"">Click Here </a>",828,Diehl Propery,7541 Washington Blvd,43,4,428,0,Sullivan-Diehl Property,The Leo and Eleanor Diehl Property,Elkridge,2008,"Demo permit for SFD 10/18/2007 completed, Hub Cap City",POINT (1377146.19 550561.1849999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a9b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-829.pdf"" TARGET=""NEW"">Click Here </a>",829,Watner Property,7239 Washington Blvd,37,23,107,0,The Rosa Bonheur Memorial Park,Edward Gross and Abraham Watner Property,Elkridge,2004,,POINT (1380312.63 553027.965)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a9a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-830.pdf"" TARGET=""NEW"">Click Here </a>",830,Chesgreen Property,6100 Washington Blvd,38,3,861,0,The Elmer C. and Mary C. Chesgreen Property,,Elkridge,2004,Buttermilk Hill Tavern,POINT (1391495.2799999998 563200.0199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a99,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-831.pdf"" TARGET=""NEW"">Click Here </a>",831,Harmon Property,5827 Washington Blvd,38,4,633,0,The Charles R. and Helen M. Harman Property,,Elkridge,2004,Elkridge Liquors,POINT (1394397.51 564443.22)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a98,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-832.pdf"" TARGET=""NEW"">Click Here </a>",832,E. Bird Williams Property,5854 Washington Blvd.,38,4,629,0,The E. Bird Williams Property,,Elkridge,2004,Daniels Restaurant and Biker Bar,POINT (1393840.5899999999 564333.1799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a97,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-833.pdf"" TARGET=""NEW"">Click Here </a>",833,Strickland Property,7615 Washington Blvd.,43,10,32,0,The Lloyd and Hazel T. Strickland Property,,Elkridge,2004,Scooters Restaurant and Copper Stallion Inn,POINT (1376450.01 549729.465)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a96,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-836.pdf"" TARGET=""NEW"">Click Here </a>",836,Humphries-Clarkin House,6154 Rockburn Hill Rd,32,21,81,0,Humphries-Clarkin House,,Elkridge,2004,,POINT (1391083.17 567631.9049999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a95,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-837.pdf"" TARGET=""NEW"">Click Here </a>",837,Jacob Fuchs House,6160 Rockburn Hill Rd,32,14,1,1,Jacob Fuchs House,,Elkridge,2004,,POINT (1390808.0699999998 567665.565)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a94,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-838.pdf"" TARGET=""NEW"">Click Here </a>",838,Igler Farm,New Cut Rd,31,1,0,0,Igler Farm,,Ellicott City,2004,"Demo for SFD 7/22/2005 completed, new subdivison built",POINT (1368887.97 573807.225)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a93,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-839.pdf"" TARGET=""NEW"">Click Here </a>",839,Downs Log House,5073 Ten Oaks Rd,28,15,62,0,Downs Log House,,Clarksville,2004,,POINT (1319062.68 570075.825)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a92,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-840.pdf"" TARGET=""NEW"">Click Here </a>",840,Dorsey United Methodist C,6951 Dorsey Rd,43,6,466,0,Dorsey Emmanuel United Methodist Church and Parsonage,,Elkridge,2004,Across from Lennox Park (Dorsey Emmanuel Evangelical Church),POINT (1383304.1099999999 551160.585)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a91,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-841.pdf"" TARGET=""NEW"">Click Here </a>",841,Stephens Property,9801 Gorman Rd,47,8,462,0,Stephens Property,Linden Manor,Laurel,2004,Emerson subdivision,POINT (1354230.24 535601.325)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a90,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-842.pdf"" TARGET=""NEW"">Click Here </a>",842,unnamed,12400 Route 108,34,12,35,0,Unnamed,House,Clarksville,2004,Corner of Ten Oaks and Route 108,POINT (1328436.5699999998 560939.37)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a8f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-843.pdf"" TARGET=""NEW"">Click Here </a>",843,unnamed,10109 Frederick Rd,24,1,62,0,Unnamed,House,Ellicott City,2004,,POINT (1351128.75 587048.7)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a8e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-844.pdf"" TARGET=""NEW"">Click Here </a>",844,unnamed,10114 Frederick Rd,24,1,61,0,Charles and Margaret Kirn House,,Ellicott City,2008,New commercial development built,POINT (1351327.47 587163.705)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a8d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-845.pdf"" TARGET=""NEW"">Click Here </a>",845,Log House,6085 Lawyers Hill Rd,38,3,42,0,Log House,,Elkridge,2004,"Two houses on parcel w/ same address, only 1 historic; JG shows as Haupt House",POINT (1391705.7 564496.1699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a8c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-846.pdf"" TARGET=""NEW"">Click Here </a>",846,unnamed,9569 N. Laurel Rd,50,10,309,0,Unnamed,House,Laurel,2004,,POINT (1357639.44 525068.265)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a8b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-847.pdf"" TARGET=""NEW"">Click Here </a>",847,unnamed,9340 N. Laurel Rd,50,3,426,37,Unnamed,House,Laurel,2004,,POINT (1356802.41 527480.2949999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a8a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-750.pdf"" TARGET=""NEW"">Click Here </a>",750,Small Structure 13166XO,MD 94 over Lisbons Little,7,17,0,0,Small structure 13084XO,,Lisbon,2007,,POINT (1288516.8599999999 604800.945)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a89,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-751.pdf"" TARGET=""NEW"">Click Here </a>",751,South Branch Recreational,350 Rt 32,4,15,54,0,"Sykes Mill, Howard Cotton Factory, B. F. Shriver Co., Apple Butter Factory",South Branch Recreational Area Survey District,Sykesville,2001,6 structures,POINT (1321095.9 617515.6499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1a88,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-753.pdf"" TARGET=""NEW"">Click Here </a>",753,Small Structure 13166XO,Md 983 over tributary of,50,2,0,0,Small Structure 13166XO,,Laurel,2001,,POINT (1352782.6199999999 526180.605)
